# Created by: riboviz
# Date: 2025-09-09 21:53:34.507091
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	eRF1Depletion_1	CHX_1
YOR073W	5.2	4
YOR074C	29.1	46.8
YOR075W	14.3	13.1
YOR076C	8.9	7.5
YOR077W	22.1	18.9
YOR078W	59.7	44.9
YOR079C	17.2	16.2
YOR080W	2	2
YOR081C	8.1	8.4
YOR083W	12.1	13
YOR084W	1.1	0.8
YOR085W	54.3	75.1
YOR086C	25.1	36.8
YOR087W	1540.9	133.4
YOR089C	55.4	66.1
YOR090C	15.1	15.1
YOR091W	91.9	73.6
YOR092W	4.6	8.7
YOR093C	2.3	2.5
YOR094W	51.7	30.4
YOR095C	70.4	91.5
YOR096W	3390.9	2757.4
YOR097C	8.8	10.2
YOR098C	28.3	34.7
YOR099W	102.4	119.9
YOR100C	0.2	0.3
YOR101W	25.3	29.4
YOR103C	51.9	82.4
YOR104W	14.5	13.4
YOR105W	16.2	13.6
YOR106W	11.8	12
YOR107W	0.6	0.6
YOR108W	109.3	67.2
YOR109W	18.4	18.5
YOR110W	12.9	12.3
YOR111W	8.4	12.3
YOR112W	14.8	16
YOR113W	10.6	8.7
YOR114W	5.9	3.5
YOR115C	18.8	18.2
YOR116C	13.9	26.5
YOR117W	179.9	132.9
YOR118W	5.1	8.9
YOR119C	16.7	17.7
YOR120W	3.1	1.6
YOR122C	842.6	643.9
YOR123C	49.7	48.3
YOR124C	23.6	23.6
YOR125C	23.4	19.1
YOR126C	20.1	15.1
YOR127W	6.9	6.5
YOR128C	58.4	68.6
YOR129C	1.2	1.6
YOR130C	30.3	8.8
YOR131C	39.6	33.2
YOR132W	22.3	19.7
YOR133W	1716.7	2660
YOR134W	0.2	0.1
YOR136W	140.2	165.8
YOR137C	0.9	0.6
YOR138C	16.6	15.8
YOR140W	6.8	9.9
YOR141C	21	21.6
YOR142W	84.5	123.7
YOR143C	14	11
YOR144C	2.6	3.5
YOR145C	124.8	116.4
YOR147W	4.1	4.7
YOR148C	10.6	7.7
YOR149C	3.1	4.8
YOR150W	30.2	31
YOR151C	29	46
YOR152C	7.9	6.1
YOR153W	67.5	106.5
YOR154W	3	5.6
YOR155C	18.8	15.3
YOR156C	4.6	4.6
YOR157C	219.2	188.3
YOR158W	24.1	18
YOR159C	73.4	63.3
YOR160W	12.4	13.2
YOR161C	11.6	13.9
YOR161C-C	0.6	0.1
YOR162C	2.2	1.9
YOR163W	32.3	61.9
YOR164C	60	86.2
YOR165W	33.6	33.3
YOR166C	2.8	4.7
YOR167C	2760.8	2422.5
YOR168W	193.4	184.1
YOR171C	28.2	23.5
YOR172W	1.8	2.4
YOR173W	2.1	1.3
YOR174W	9.6	10.9
YOR175C	27.4	40.9
YOR176W	32.6	67.8
YOR177C	0.4	0.3
YOR178C	0	0.1
YOR179C	23.1	18.1
YOR180C	0.3	0.2
YOR181W	38.6	36.4
YOR182C	5253.8	3513.3
YOR183W	95.5	85.9
YOR184W	255.1	218.9
YOR185C	43.3	45.5
YOR186W	0.2	0
YOR187W	72.4	122.3
YOR188W	6.2	9.7
YOR189W	79.2	38.1
YOR190W	0.2	0.2
YOR191W	5.8	6
YOR192C	1	1
YOR192C-C	36.2	18.1
YOR193W	44.7	7.9
YOR194C	36.6	46.9
YOR195W	21.3	16.5
YOR196C	15.3	17.4
YOR197W	96.6	120.9
YOR198C	351.2	342
YOR201C	9.9	10.1
YOR202W	225.3	180.5
YOR204W	448.3	502.6
YOR205C	2	2.8
YOR206W	58.5	61.6
YOR207C	12.7	22
YOR208W	2.1	2.2
YOR209C	93.4	94.1
YOR210W	231.9	270.7
YOR211C	11	12.6
YOR212W	43.7	52.6
YOR213C	11.2	7.6
YOR214C	0	0.1
YOR215C	54.7	37.2
YOR216C	22.3	23.1
YOR217W	21.2	23.8
YOR219C	6.5	7.5
YOR220W	80.9	37
YOR221C	22.4	21.2
YOR222W	29.2	14.5
YOR223W	22.5	15.3
YOR224C	160.4	208.5
YOR226C	268.8	129.9
YOR227W	2.5	3.3
YOR228C	5.4	5.1
YOR229W	7.3	9.8
YOR230W	179.3	249.2
YOR231W	9.1	8.4
YOR232W	197.9	141
YOR233W	5.9	7.4
YOR234C	1620.8	1371
YOR236W	25.6	23.6
YOR237W	0.2	0.7
YOR238W	10.3	10.6
YOR239W	74.9	97.8
YOR241W	28.2	23.6
YOR242C	0	0.1
YOR243C	41.7	54.5
YOR244W	8.2	8.5
YOR245C	7.5	11
YOR246C	11.2	24.3
YOR247W	198.5	321.4
YOR249C	2.7	3.5
YOR250C	15.1	12.9
YOR251C	63.2	45.9
YOR252W	77.4	70.8
YOR253W	40.4	66.2
YOR254C	74.5	87.7
YOR255W	0	0
YOR256C	7.7	9.4
YOR257W	43.1	37.3
YOR258W	11.6	8.7
YOR259C	143.4	134.9
YOR260W	33.9	49.2
YOR261C	149.3	100.4
YOR262W	9.7	18.3
YOR264W	42.9	31.5
YOR265W	99.3	94.2
YOR266W	4.4	4.3
YOR267C	12.6	17.2
YOR268C	0.1	0
YOR269W	3.1	3.4
YOR270C	74.6	137.1
YOR271C	151	155.1
YOR272W	47.1	62.3
YOR273C	16.8	11.6
YOR274W	8.5	8.6
YOR275C	5	5.3
YOR276W	533.9	390.6
YOR278W	22.8	12.1
YOR279C	7.7	6.2
YOR280C	30.2	21.8
YOR281C	61	51.5
YOR283W	50.2	53.1
YOR284W	5.8	6.2
YOR285W	175.8	203.7
YOR286W	109.5	80.2
YOR287C	24.3	23.2
YOR288C	20.8	17.6
YOR289W	7.4	3.7
YOR290C	12.2	13.8
YOR291W	4.7	5.9
YOR292C	5.4	5.1
YOR293C-A	0.3	0.1
YOR293W	3006.7	2505.5
YOR294W	107.6	141.2
YOR295W	9.3	6.6
YOR296W	2.1	3.1
YOR297C	33.6	17.1
YOR298C-A	1529.3	1102.4
YOR298W	0.1	0.1
YOR299W	10.5	10.9
YOR301W	14.7	17.6
YOR302W	141.9	57
YOR303W	25.8	21.6
YOR304C-A	94.2	18.5
YOR304W	8.1	9.9
YOR305W	10.1	4.6
YOR306C	8	10.5
YOR307C	12.5	11.1
YOR308C	9.1	9.5
YOR310C	212.5	285.2
YOR311C	35.3	31.6
YOR312C	3683.4	2750.3
YOR313C	0.6	1
YOR315W	31.2	32.9
YOR316C	23.9	23.7
YOR316C-A	12.6	10.5
YOR317W	82.1	95.8
YOR319W	5.5	6.7
YOR320C	17	17.3
YOR321W	10.1	21.6
YOR322C	7.7	7.9
YOR323C	257.8	205.1
YOR324C	5.4	5.2
YOR326W	19.4	33.1
YOR327C	160.4	144.5
YOR328W	0.2	0.2
YOR329C	13	11.1
YOR330C	4.5	6.3
YOR332W	257.7	706.8
YOR334W	4.9	2.6
YOR335C	215.4	245.8
YOR336W	6	9
YOR337W	7.1	5.1
YOR338W	0.7	0.6
YOR339C	0.2	0.5
YOR340C	72.4	92.2
YOR341W	44.8	68.8
YOR342C	16.2	19.3
YOR344C	29.3	31.4
YOR346W	3.8	5.9
YOR347C	14.4	13
YOR348C	0.2	0.1
YOR349W	2.7	2.7
YOR350C	2.7	3.3
YOR351C	0.3	0.3
YOR352W	15.3	12.7
YOR353C	7.5	6.6
YOR354C	7.1	10.4
YOR355W	33.9	32.1
YOR356W	16	21.9
YOR357C	58.6	37.9
YOR358W	8.5	9.2
YOR359W	14.9	16.6
YOR360C	11.8	11.6
YOR361C	199.6	191.9
YOR362C	142.8	142.9
YOR363C	1.5	2
YOR365C	0.1	0.1
YOR367W	30.3	35.9
YOR368W	4.8	3.7
YOR369C	3128.4	3792.7
YOR370C	17.1	27.5
YOR371C	3.6	4.9
YOR372C	18.1	16.4
YOR373W	11.3	10.9
YOR374W	50	62.7
YOR375C	217.9	333.5
YOR376W-A	0.3	0
YOR377W	7.7	13.4
YOR378W	1.1	2
YOR380W	1.8	1.8
YOR381W	0.1	0.1
YOR381W-A	0.3	0.4
YOR382W	17.9	31
YOR383C	10.2	33.5
YOR384W	0.1	0.1
YOR385W	8.7	6.3
YOR386W	3.5	3.7
YOR387C	0.2	0
YOR388C	0.2	0.2
YOR389W	1.3	2.4
YOR390W	8	10.4
YOR391C	0.1	0.1
YOR393W	1.1	0.2
YOR394C-A	0.1	0
YOR394W	0.2	0.1
YOR396W	0.2	0.3
YPL001W	20.9	13.9
YPL002C	8.8	7.7
YPL003W	3.4	5.1
YPL004C	364.4	272.9
YPL005W	1.8	1.6
YPL006W	9.8	12.2
YPL007C	6	6.3
YPL008W	1.5	2.1
YPL009C	25.3	30.3
YPL010W	104.4	133.9
YPL011C	12	10.9
YPL012W	32.3	48.7
YPL013C	59.2	36.5
YPL014W	8.3	5.4
YPL015C	11.1	13.2
YPL016W	14.3	12.5
YPL017C	0.8	0.5
YPL018W	13.5	14.9
YPL019C	211.5	211.3
YPL020C	5.9	4.9
YPL021W	0	0
YPL022W	2.7	4
YPL023C	20.3	20.6
YPL024W	7.7	6.4
YPL026C	4.5	7
YPL027W	0.1	0
YPL028W	126.6	352
YPL029W	2	3.5
YPL030W	22.7	21.5
YPL031C	42.3	37.2
YPL032C	24.1	27.7
YPL033C	0.2	0
YPL034W	4.5	3
YPL036W	72.9	117.8
YPL037C	1858.3	1679.2
YPL038W	9.9	17.1
YPL038W-A	6.4	10.5
YPL039W	5	7.1
YPL040C	2.1	3.2
YPL041C	6.1	5.1
YPL042C	4.1	3.6
YPL043W	45.7	56.2
YPL045W	4	6.5
YPL046C	15	18
YPL047W	28.1	15.5
YPL048W	331.4	366.3
YPL049C	43.5	45.9
YPL050C	40.1	54.8
YPL051W	11.7	11.1
YPL052W	10.2	3.4
YPL053C	44.2	48.3
YPL054W	0.9	0.5
YPL055C	27.8	22.7
YPL056C	1	0.3
YPL057C	9.7	20
YPL058C	12	31.7
YPL059W	88.8	88.9
YPL060W	3.3	2.6
YPL061W	1491.7	1802.5
YPL063W	63.6	89.9
YPL064C	5	7.6
YPL065W	14.4	10.6
YPL066W	4.7	3.5
YPL067C	19	20.8
YPL068C	7.7	10.7
YPL069C	5.8	8.5
YPL070W	11.1	7.9
YPL071C	14.1	6.7
YPL072W	1.6	2
YPL074W	7.3	6.7
YPL075W	4.1	4.9
YPL076W	6	5.3
YPL077C	10.8	6.9
YPL078C	115.3	99.5
YPL079W	2444.5	2205.3
YPL081W	785.9	698.9
YPL082C	6.5	9.9
YPL083C	7.7	6.9
YPL084W	22.9	21.8
YPL085W	35.2	46.6
YPL086C	28	39.9
YPL087W	18.8	19.7
YPL088W	2.2	1.6
YPL089C	7	5.1
YPL090C	4082.2	4193.6
YPL091W	45.2	96.6
YPL092W	27.2	22.9
YPL093W	46.1	80.7
YPL094C	81.7	79.8
YPL095C	3.5	3
YPL096C-A	21.4	16.3
YPL096W	13.3	12.3
YPL097W	5.1	6
YPL098C	114.2	111.1
YPL099C	19	16.2
YPL100W	10.7	10.9
YPL101W	21.5	23.3
YPL103C	6.9	7
YPL104W	3.1	4.3
YPL105C	29.5	24.3
YPL106C	820.6	982.5
YPL107W	11.1	11
YPL108W	22.4	15.6
YPL109C	2	1.8
YPL110C	9.2	8.2
YPL111W	181.4	179.5
YPL112C	23.5	22.5
YPL113C	3.4	2.9
YPL115C	8.6	10.3
YPL116W	9.8	9.2
YPL117C	79.7	135.6
YPL118W	29.7	25.7
YPL119C	2.5	2.4
YPL119C-A	1.2	1
YPL120W	7.1	5.9
YPL121C	0.3	0.6
YPL122C	8.2	11.2
YPL123C	7.7	6
YPL124W	10.9	8.2
YPL125W	10.9	12.5
YPL126W	25.1	40.1
YPL127C	129.1	132.7
YPL128C	20	19.6
YPL129W	97.7	99.5
YPL130W	0.1	0
YPL131W	2677.6	3162.4
YPL132W	6.2	6.5
YPL133C	4.7	5.8
YPL134C	4.6	6.3
YPL135W	173.4	80.4
YPL137C	7.8	11.9
YPL138C	7.7	9
YPL139C	17.1	14.2
YPL140C	4.5	4.5
YPL141C	4.3	5.2
YPL143W	3387.3	3049.6
YPL144W	40.1	24
YPL145C	97.1	108.1
YPL146C	41.5	35.4
YPL147W	0.6	0.6
YPL148C	4.7	1.3
YPL149W	4	3.5
YPL150W	3.8	3.9
YPL151C	6	5.4
YPL152W	14.4	13.4
YPL152W-A	1.5	1
YPL153C	3.9	5.4
YPL154C	158.3	177.1
YPL155C	7	8.2
YPL156C	6.4	7
YPL157W	12.7	12.8
YPL158C	14.9	14.9
YPL159C	18.1	12.3
YPL160W	231.8	283.8
YPL161C	8.3	7.4
YPL162C	8.9	10.3
YPL163C	174	151.2
YPL164C	1	1.1
YPL165C	0.1	0.1
YPL166W	7.6	4.2
YPL167C	0.2	0.2
YPL168W	3.6	3
YPL169C	19.8	32.6
YPL170W	36.7	49.4
YPL171C	0.2	0.1
YPL172C	4	5.4
YPL173W	30.6	23.4
YPL174C	1	0.7
YPL175W	6.4	5.8
YPL176C	13.8	18.1
YPL177C	75.4	43.2
YPL178W	72.2	77.3
YPL179W	13.4	9.4
YPL180W	11	10.2
YPL181W	24.4	23
YPL183C	15.8	17.4
YPL183W-A	88.3	48.3
YPL184C	24.1	35.5
YPL186C	0.8	0.3
YPL187W	0.2	0.2
YPL188W	33.6	19.9
YPL189C-A	52.9	26.7
YPL189W	0.3	0.2
YPL190C	79.5	80.9
YPL191C	5.4	3.4
YPL192C	0.6	0.6
YPL193W	9.2	10.4
YPL194W	3.6	2.9
YPL195W	16.3	19.2
YPL196W	16.1	12
YPL198W	3038.8	2967.4
YPL199C	97.1	77.8
YPL200W	0	0
YPL201C	0	0
YPL202C	20.6	13.2
YPL203W	17.3	18.3
YPL204W	34.3	36.8
YPL206C	39.5	44.3
YPL207W	15.9	26.7
YPL208W	11.8	13.1
YPL209C	5.2	4.5
YPL210C	50.6	44.3
YPL211W	155.8	122.3
YPL212C	68.1	49.5
YPL213W	22	13.6
YPL214C	4.2	4.8
YPL215W	25	19.2
YPL216W	1	0.9
YPL217C	15.9	30.7
YPL218W	280.2	313.1
YPL219W	8.9	7
YPL220W	4250.6	3897
YPL221W	11.5	18.2
YPL222W	2.7	2.5
YPL223C	1.6	1.1
YPL224C	7.7	9.3
YPL225W	255.1	255.3
YPL226W	114	132.1
YPL227C	16.8	28.1
YPL228W	40.2	31
YPL229W	18.7	10.2
YPL230W	2	1.2
YPL231W	167.4	314.2
YPL232W	95.9	69.3
YPL233W	12.5	11.8
YPL234C	203.7	261.5
YPL235W	97.3	87.6
YPL236C	5.6	4.7
YPL237W	307.9	286
YPL239W	96	93.6
YPL240C	908.2	990.3
YPL241C	28.1	8.5
YPL242C	5.8	6.1
YPL243W	44.1	47.1
YPL244C	10.5	10.7
YPL245W	15	17.2
YPL246C	56.9	61.6
YPL247C	6.9	6
YPL248C	0.2	0.3
YPL249C	20.1	21.7
YPL249C-A	5705.3	5118.4
YPL250C	390.4	41.1
YPL252C	58.8	44.4
YPL253C	5.3	4.7
YPL254W	14.1	12.9
YPL255W	3.6	3.8
YPL256C	20.2	30.5
YPL257W	5.7	3.4
YPL258C	0.1	0.1
YPL259C	15.2	15.4
YPL260W	60.8	42.9
YPL262W	93.2	115.7
YPL263C	22.3	35.6
YPL264C	5.4	2.3
YPL265W	70.8	110.6
YPL266W	57.6	71.9
YPL267W	26.6	17.6
YPL268W	2.1	2.1
YPL269W	1.2	1.2
YPL270W	12	13.7
YPL271W	302.8	183.5
YPL272C	0.1	0
YPL273W	231.9	120.6
YPL274W	46.3	54.2
YPL277C	1.2	2.1
YPL278C	1.8	1.4
YPL279C	8	10.6
YPL280W	0.1	0.1
YPL281C	1.2	0.2
YPL282C	0.1	0.1
YPL283C	0.3	0.4
YPR001W	0.7	0.3
YPR002W	1	1.5
YPR003C	4.2	4.7
YPR004C	47.1	48
YPR005C	1.4	1
YPR006C	2.3	2.5
YPR007C	0.1	0.1
YPR008W	13.4	9.7
YPR009W	6.7	5.9
YPR010C	77.2	108.6
YPR010C-A	65.1	58.6
YPR011C	7	7.3
YPR013C	3.4	2.3
YPR015C	1.5	0.8
YPR016C	187.1	207.4
YPR017C	22.8	20.4
YPR018W	11	8.5
YPR019W	17	18.7
YPR020W	81.9	82.7
YPR021C	1.9	3.1
YPR022C	7.8	7.9
YPR023C	32.9	31
YPR024W	36.8	39.1
YPR025C	13.9	11.7
YPR026W	1.4	1.7
YPR027C	0.1	0.1
YPR028W	325.2	362.3
YPR029C	12	18.8
YPR030W	0.2	0.2
YPR031W	3.4	3.2
YPR032W	7.5	8.3
YPR033C	154.4	210.4
YPR034W	26.5	31.6
YPR035W	240.8	464.6
YPR036W	362.5	224.4
YPR036W-A	1894	387.7
YPR037C	21.7	36.3
YPR040W	18	18.9
YPR041W	228.6	271.3
YPR042C	9.9	12.1
YPR043W	3236.5	3137.6
YPR045C	18	21.1
YPR046W	10.4	10.3
YPR047W	4.8	4.2
YPR048W	14.4	13.5
YPR049C	3.2	3.8
YPR051W	44.7	34.9
YPR052C	468.3	338.1
YPR054W	0.1	0.2
YPR055W	7.1	9
YPR056W	16.3	14
YPR057W	11.5	6.9
YPR058W	53.9	34.7
YPR060C	55.1	61.6
YPR061C	1.8	2.2
YPR062W	232.3	284.9
YPR063C	172.1	223.1
YPR065W	45.4	36.9
YPR066W	7.7	7.2
YPR067W	12.5	12.5
YPR068C	7.5	13.1
YPR069C	165.3	294.2
YPR070W	7.7	7.8
YPR071W	5.3	7.4
YPR072W	36.6	52.1
YPR073C	87.9	67.9
YPR074C	353.1	513.5
YPR075C	21.4	29.8
YPR078C	0.1	0
YPR079W	11.3	14.4
YPR080W	17985.1	21158.9
YPR081C	2.6	4.7
YPR082C	17.7	14.4
YPR083W	2.4	3.4
YPR084W	3.3	4.3
YPR085C	1.6	2.6
YPR086W	48.9	43.2
YPR088C	87.4	95.6
YPR089W	11.7	12.9
YPR091C	8.7	14.7
YPR093C	6.5	4.5
YPR094W	25	30.8
YPR095C	2.7	3.1
YPR096C	1.7	1.3
YPR097W	13	17.2
YPR098C	38.7	36.8
YPR100W	33	43
YPR101W	22	14.9
YPR102C	3241.2	3185.2
YPR103W	210.9	168.4
YPR104C	9.1	10.2
YPR105C	8.7	9.2
YPR106W	12.9	12.1
YPR107C	29.4	18.5
YPR108W	150.6	129.4
YPR108W-A	212.3	54.2
YPR109W	4.6	5.5
YPR110C	119.2	174
YPR111W	5.8	5.3
YPR112C	37.4	43.1
YPR113W	137.6	137.7
YPR114W	30.6	38.5
YPR115W	4.6	5.1
YPR116W	4	3.9
YPR117W	0.2	0.2
YPR118W	64.7	77.4
YPR119W	27.5	22.9
YPR120C	8.9	10.6
YPR121W	0.1	0
YPR122W	4.5	5
YPR124W	36.4	69.8
YPR125W	38.1	24.7
YPR127W	12.6	14.5
YPR128C	30.2	23.7
YPR129W	108.3	97.4
YPR131C	48.9	31.6
YPR132W	3983.8	4809.2
YPR133C	88.4	68.3
YPR133W-A	283.1	160.4
YPR134W	7.1	6
YPR135W	11.1	12.8
YPR137W	27.5	31.5
YPR138C	3.7	7
YPR139C	22.1	22.6
YPR140W	5.3	7.4
YPR141C	6.7	7
YPR143W	47.3	51
YPR144C	20.7	27
YPR145C-A	1.3	1
YPR145W	541.7	243.9
YPR147C	17.2	20.2
YPR148C	38.3	55
YPR149W	599.2	543.3
YPR151C	0.5	0.2
YPR152C	7	5.7
YPR153W	6.2	7
YPR154W	96.4	80.7
YPR155C	7.3	6.7
YPR156C	44.9	43.9
YPR157W	1.9	0.9
YPR158W	22.9	30.6
YPR159C-A	0.1	0.1
YPR159W	81	93.2
YPR160W	4.8	5.1
YPR161C	14.6	17.8
YPR162C	8.9	9.3
YPR163C	531.5	530.9
YPR164W	1.9	3.3
YPR165W	269.4	319.9
YPR166C	64.4	56.4
YPR167C	9.5	4.2
YPR168W	27	15.7
YPR169W	24.4	22
YPR170W-B	206.3	284.2
YPR171W	19	15.9
YPR172W	35.5	50.2
YPR173C	28.2	34.9
YPR174C	17.1	17.4
YPR175W	7.5	8.5
YPR176C	19.5	19.3
YPR178W	11.8	9.6
YPR179C	6.9	7.1
YPR180W	21.5	20.9
YPR181C	104.3	139.2
YPR182W	91.4	66.4
YPR183W	419.3	293.9
YPR184W	1.3	1.4
YPR185W	8.8	4.8
YPR186C	8.6	6.1
YPR187W	226	174.3
YPR188C	45.5	44.3
YPR189W	23.6	24.4
YPR190C	15.9	22.4
YPR191W	67.7	68.7
YPR192W	0.3	0.4
YPR193C	0.5	0.3
YPR194C	0.6	0.4
YPR196W	0.9	1.1
YPR198W	10.4	16.7
YPR199C	6.7	6.1
YPR200C	1.3	1
YPR201W	1.2	0.9
YPR202W	1.3	1.3
YPR203W	0.9	0.6
YPR204W	0	0
